country_rank,domain,sector,industry,position,position_industry,monthly_visits,unique_visitors,visit_duration,pages_visit,bounce_rate,desktop_frac,mobile_frac,traffic_share,traffic_share_industry,total_monthly_time,software_as_service,content_producer,user_content_platform,needs_login,charge_users,mainly_web,owner,for_profit,owner_country,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8
27,pinterest.com,Computers Electronics and Technology,Social Networks and Online Communities,34.0,9.0,1082000000.0,418400000.0,357.0,6.26,0.4095,0.39,0.61,0.0023533,0.0214,386274000000.0,0.0,0.0,1.0,0.0,0.0,1.0,Pinterest,1.0,United States,0,2,2,2,0,6,6
31,discord.com,Computers Electronics and Technology,Social Networks and Online Communities,35.0,10.0,1069000000.0,352200000.0,405.0,7.15,0.509,0.391,0.609,0.0023251,0.0211,432945000000.0,1.0,0.0,1.0,1.0,0.0,1.0,Discord,1.0,United States,0,2,2,2,0,5,2
53,twitch.tv,Games,Video Games Consoles and Accessories,36.0,1.0,1038000000.0,72000000.0,550.0,3.99,0.2867,0.892,0.108,0.0022576,0.0703,570900000000.0,0.0,0.0,1.0,0.0,0.0,1.0,Amazon,1.0,United States,0,2,2,2,0,6,6
38,turbopages.org,News and Media,News and Media,37.0,4.0,995300000.0,305300000.0,82.0,3.51,0.2137,0.015,0.985,0.0021648,0.0155,81614600000.0,,,,,,,,,,0,2,2,2,0,6,6
35,max.com,Arts and Entertainment,TV Movies and Streaming,38.0,3.0,979600000.0,222000000.0,355.0,6.03,0.3298,0.077,0.923,0.0021306,0.0181,347758000000.0,0.0,1.0,0.0,1.0,1.0,1.0,Warner Bros. Discovery,1.0,United States,1,0,3,3,3,3,7
34,microsoft.com,Computers Electronics and Technology,Programming and Developer Software,39.0,3.0,977800000.0,338600000.0,250.0,3.7,0.4718,0.763,0.237,0.0021267,0.0642,244450000000.0,0.0,1.0,0.0,0.0,0.0,0.0,Microsoft,1.0,United States,0,1,1,0,2,0,3
48,zoom.us,Computers Electronics and Technology,Computers Electronics and Technology - Other,40.0,2.0,829700000.0,207700000.0,212.0,3.05,0.3585,0.555,0.445,0.0018046,0.0415,175896400000.0,1.0,0.0,0.0,1.0,0.0,1.0,Zoom,1.0,United States,1,0,0,1,1,1,1
41,duckduckgo.com,Computers Electronics and Technology,Search Engines,41.0,5.0,806100000.0,42810000.0,523.0,6.98,0.1124,0.539,0.461,0.0017533,0.0075,421590300000.0,0.0,0.0,0.0,0.0,0.0,1.0,DuckDuckGo,1.0,United States,0,2,2,2,0,6,6
55,qq.com,News and Media,News and Media,42.0,5.0,790700000.0,177900000.0,205.0,3.08,0.4716,0.498,0.502,0.0017198,0.0123,162093500000.0,0.0,,1.0,0.0,0.0,1.0,Tencent,1.0,China,0,2,2,2,0,6,6
45,xhamster.desi,Adult,Adult,43.0,5.0,776200000.0,241400000.0,205.0,3.61,0.1367,0.026,0.974,0.0016882,0.0191,159121000000.0,0.0,0.0,1.0,0.0,0.0,1.0,Hammy Media,1.0,Cyprus,0,2,2,2,0,6,6
46,roblox.com,Games,Video Games Consoles and Accessories,44.0,2.0,761100000.0,42410000.0,824.0,9.62,0.1893,0.929,0.071,0.0016554,0.0515,627146400000.0,0.0,0.0,1.0,1.0,0.0,1.0,Roblox,1.0,United States,0,2,2,2,0,5,2
43,stripchat.com,Adult,Adult,45.0,6.0,736900000.0,256300000.0,297.0,4.36,0.4425,0.167,0.833,0.0016027,0.0181,218859300000.0,0.0,0.0,1.0,0.0,0.0,1.0,StripChat,1.0,United States,0,2,2,2,0,6,6
60,quora.com,Reference Materials,Dictionaries and Encyclopedias,46.0,2.0,729300000.0,252100000.0,167.0,2.37,0.6031,0.271,0.729,0.0015862,0.0932,121793100000.0,0.0,0.0,1.0,1.0,0.0,1.0,Quora,1.0,United States,0,2,2,2,0,5,2
54,fandom.com,Arts and Entertainment,Arts and Entertainment - Other,47.0,1.0,726900000.0,164400000.0,306.0,4.53,0.4831,0.392,0.608,0.001581,0.0961,222431400000.0,0.0,1.0,1.0,0.0,0.0,1.0,TGP,1.0,United States,0,1,1,0,5,2,0
77,globo.com,News and Media,News and Media,48.0,6.0,723200000.0,85640000.0,254.0,2.5,0.4633,0.238,0.762,0.0015729,0.0113,183692800000.0,0.0,1.0,0.0,0.0,0.0,1.0,Globo,1.0,Brazil,0,1,1,0,5,2,0
44,sharepoint.com,Computers Electronics and Technology,Computers Electronics and Technology - Other,49.0,3.0,703600000.0,93180000.0,427.0,5.68,0.2998,0.89,0.11,0.0015303,0.0352,300437200000.0,1.0,0.0,0.0,1.0,1.0,1.0,Microsoft,1.0,United States,1,0,0,1,1,1,1
69,t.me,Computers Electronics and Technology,Computers Electronics and Technology - Other,50.0,4.0,696700000.0,237000000.0,195.0,2.47,0.6202,0.161,0.839,0.0015153,0.0348,135856500000.0,1.0,0.0,1.0,1.0,0.0,1.0,Telegram,1.0,United Arab Emirates,0,2,2,2,0,5,2
40,ebay.com,Ecommerce and Shopping,Marketplace,51.0,2.0,687600000.0,181200000.0,411.0,6.79,0.3749,0.501,0.499,0.0014955,0.04,282603600000.0,0.0,0.0,1.0,0.0,0.0,1.0,Ebay,1.0,United States,0,2,2,2,0,6,6
51,msn.com,News and Media,News and Media,52.0,7.0,665200000.0,136300000.0,329.0,5.54,0.4471,0.595,0.405,0.0014468,0.0104,218850800000.0,0.0,0.0,1.0,0.0,0.0,1.0,Microsoft,1.0,United States,0,2,2,2,0,6,6
87,news.yahoo.co.jp,News and Media,News and Media,53.0,8.0,639700000.0,42020000.0,391.0,3.2,0.2928,0.439,0.561,0.0013913,0.01,250122700000.0,0.0,1.0,0.0,0.0,0.0,1.0,SoftBank,1.0,Japan,0,1,1,0,5,2,0
81,cnn.com,News and Media,News and Media,54.0,9.0,622500000.0,144100000.0,185.0,2.37,0.5683,0.313,0.687,0.0013539,0.0097,115162500000.0,0.0,1.0,0.0,0.0,0.0,1.0,Warner Bros. Discovery,1.0,United States,0,1,1,0,5,2,0
42,indeed.com,Jobs and Career,Jobs and Employment,55.0,1.0,611500000.0,177700000.0,384.0,8.29,0.3349,0.39,0.61,0.00133,0.1237,234816000000.0,0.0,0.0,1.0,1.0,0.0,1.0,Recruit Holdings,1.0,Japan,0,2,2,2,0,5,2
76,nytimes.com,News and Media,News and Media,56.0,10.0,610100000.0,140600000.0,210.0,2.85,0.5872,0.331,0.669,0.001327,0.0095,128121000000.0,0.0,1.0,0.0,1.0,1.0,1.0,The New York Times,1.0,United States,1,0,3,3,3,3,7
50,booking.com,Travel and Tourism,Accommodation and Hotels,57.0,1.0,582600000.0,242300000.0,511.0,8.37,0.3301,0.392,0.608,0.0012671,0.2234,297708600000.0,0.0,0.0,1.0,0.0,0.0,1.0,Booking Holdings,1.0,United States,0,2,2,2,0,6,6
39,google.com.br,Computers Electronics and Technology,Search Engines,58.0,6.0,579200000.0,53700000.0,388.0,12.57,0.2028,0.305,0.695,0.0012597,0.0054,224729600000.0,0.0,0.0,0.0,0.0,0.0,1.0,Alphabet,1.0,United States,0,2,2,2,0,6,6
89,bbc.co.uk,News and Media,News and Media,59.0,11.0,578100000.0,71170000.0,301.0,3.22,0.4436,0.378,0.622,0.0012574,0.009,174008100000.0,0.0,1.0,0.0,0.0,0.0,1.0,BBC,1.0,United Kingdom,0,1,1,0,5,2,0
37,spankbang.com,Adult,Adult,60.0,7.0,574200000.0,119100000.0,645.0,10.66,0.2718,0.21,0.79,0.0012489,0.0141,370359000000.0,0.0,0.0,1.0,0.0,0.0,1.0,StripChat,1.0,United States,0,2,2,2,0,6,6
49,amazon.co.jp,Ecommerce and Shopping,Marketplace,61.0,3.0,570000000.0,78550000.0,403.0,7.53,0.3687,0.563,0.437,0.0012397,0.0331,229710000000.0,0.0,1.0,1.0,0.0,0.0,0.0,Amazon,1.0,United States,0,1,1,0,2,0,3
84,aajtak.in,News and Media,News and Media,62.0,12.0,556600000.0,123300000.0,50.0,4.09,0.1089,0.013,0.987,0.0012106,0.0087,27830000000.0,0.0,1.0,0.0,0.0,0.0,1.0,Living Media India,1.0,India,0,1,1,0,5,2,0
52,ok.ru,Computers Electronics and Technology,Social Networks and Online Communities,63.0,11.0,551200000.0,55080000.0,650.0,11.31,0.2839,0.587,0.413,0.0011988,0.0109,358280000000.0,0.0,0.0,1.0,1.0,0.0,1.0,VK,1.0,Russia,0,2,2,2,0,5,2
96,accuweather.com,Science and Education,Weather,64.0,2.0,547400000.0,179200000.0,69.0,2.41,0.379,0.106,0.894,0.0011906,0.146,37770600000.0,0.0,1.0,0.0,0.0,0.0,0.0,AccuWeather,1.0,United States,0,1,1,0,2,0,3
90,zhihu.com,Computers Electronics and Technology,Social Networks and Online Communities,65.0,12.0,532000000.0,100800000.0,263.0,2.7,0.4897,0.626,0.374,0.0011571,0.0105,139916000000.0,0.0,0.0,1.0,1.0,0.0,1.0,Zhihu,1.0,China,0,2,2,2,0,5,2
83,espn.com,Sports,Sports - Other,66.0,1.0,528300000.0,76380000.0,538.0,3.82,0.4173,0.388,0.612,0.001149,0.0627,284225400000.0,0.0,1.0,0.0,1.0,1.0,1.0,Walt Disney Company,1.0,United States,1,0,3,3,3,3,7
93,bbc.com,News and Media,News and Media,67.0,13.0,521700000.0,153300000.0,188.0,2.55,0.5866,0.229,0.771,0.0011347,0.0081,98079600000.0,0.0,1.0,0.0,0.0,0.0,1.0,BBC,1.0,United Kingdom,0,1,1,0,5,2,0
57,rakuten.co.jp,Ecommerce and Shopping,Marketplace,68.0,4.0,507400000.0,70450000.0,380.0,7.75,0.3635,0.331,0.669,0.0011036,0.0295,192812000000.0,0.0,,1.0,0.0,,,Rakuten,1.0,Japan,0,2,2,2,0,6,6
67,canva.com,Computers Electronics and Technology,Graphics Multimedia and Web Design,69.0,1.0,500400000.0,110500000.0,639.0,5.26,0.2579,0.838,0.162,0.0010884,0.1653,319755600000.0,1.0,0.0,0.0,1.0,0.0,1.0,Canva,1.0,Australia,1,0,0,1,1,1,1
88,apple.com,Computers Electronics and Technology,Consumer Electronics,70.0,2.0,491900000.0,252900000.0,175.0,3.39,0.5379,0.531,0.469,0.0010699,0.0953,86082500000.0,0.0,1.0,0.0,0.0,0.0,0.0,Apple,1.0,United States,0,1,1,0,2,0,3
73,imdb.com,Arts and Entertainment,TV Movies and Streaming,71.0,4.0,487500000.0,181900000.0,196.0,4.65,0.45,0.452,0.548,0.0010603,0.009,95550000000.0,0.0,0.0,1.0,0.0,0.0,1.0,Amazon,1.0,United States,0,2,2,2,0,6,6
75,ya.ru,Computers Electronics and Technology,Search Engines,72.0,7.0,484400000.0,52670000.0,380.0,5.84,0.3296,0.753,0.247,0.0010536,0.0045,184072000000.0,0.0,0.0,0.0,0.0,0.0,1.0,Yandex,1.0,Russia,0,2,2,2,0,6,6
65,spotify.com,Arts and Entertainment,Music,73.0,1.0,479700000.0,151500000.0,526.0,6.19,0.364,0.676,0.324,0.0010433,0.0826,252322200000.0,0.0,1.0,1.0,1.0,0.0,1.0,Spotify,1.0,Sweden,0,1,1,0,5,2,0
118,ssyoutube.com,Computers Electronics and Technology,Search Engines,74.0,8.0,475300000.0,146600000.0,138.0,2.27,0.3891,0.038,0.962,0.0010338,0.0044,65591400000.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,1,0,0,1,1,1,1
63,instructure.com,Science and Education,Education,75.0,1.0,473600000.0,30280000.0,625.0,8.1,0.1926,0.855,0.145,0.0010301,0.0431,296000000000.0,1.0,1.0,0.0,0.0,0.0,0.0,Thoma Bravo,1.0,United States,0,1,1,0,2,0,5
92,uol.com.br,News and Media,News and Media,76.0,14.0,472500000.0,76150000.0,331.0,3.69,0.4685,0.22,0.78,0.0010277,0.0074,156397500000.0,0.0,1.0,0.0,0.0,0.0,1.0,Grupo Folha,1.0,Brazil,0,1,1,0,5,2,0
64,cricbuzz.com,Sports,Fantasy Sports,77.0,1.0,469300000.0,42050000.0,501.0,4.53,0.3801,0.078,0.922,0.0010207,0.5246,235119300000.0,0.0,1.0,0.0,0.0,0.0,1.0,The Times Group,1.0,India,0,1,1,0,5,2,0
62,etsy.com,Ecommerce and Shopping,Marketplace,78.0,5.0,466300000.0,177900000.0,359.0,6.53,0.4547,0.423,0.577,0.0010142,0.0271,167401700000.0,0.0,0.0,1.0,0.0,0.0,1.0,Etsy,1.0,United States,0,2,2,2,0,6,6
108,yiyouliao.com,Computers Electronics and Technology,Programming and Developer Software,79.0,4.0,465000000.0,175700000.0,33.0,2.2,0.7597,0.016,0.984,0.0010114,0.0305,15345000000.0,1.0,0.0,0.0,1.0,1.0,1.0,Youliang Technology,1.0,China,1,0,0,1,1,1,1
70,aliexpress.com,Ecommerce and Shopping,Marketplace,80.0,6.0,454100000.0,158000000.0,377.0,6.03,0.3732,0.591,0.409,0.0009877,0.0264,171195700000.0,0.0,0.0,1.0,0.0,0.0,1.0,Alibaba Group,1.0,China,0,2,2,2,0,6,6
71,paypal.com,Finance,Banking Credit and Lending,81.0,1.0,451500000.0,170700000.0,214.0,5.33,0.2418,0.507,0.493,0.000982,0.062,96621000000.0,0.0,0.0,0.0,1.0,1.0,1.0,Paypal,1.0,United States,1,0,0,1,1,1,1
56,amazon.de,Ecommerce and Shopping,Marketplace,82.0,7.0,439300000.0,75280000.0,422.0,9.59,0.3147,0.561,0.439,0.0009555,0.0255,185384600000.0,0.0,1.0,1.0,0.0,0.0,0.0,Amazon,1.0,United States,0,1,1,0,2,0,3
59,chaturbate.com,Adult,Adult,83.0,8.0,426800000.0,97930000.0,525.0,10.44,0.4076,0.303,0.697,0.0009283,0.0105,224070000000.0,0.0,0.0,1.0,0.0,0.0,1.0,Multi Media LLC,1.0,United States,0,2,2,2,0,6,6
82,github.com,Computers Electronics and Technology,Programming and Developer Software,84.0,5.0,425100000.0,84340000.0,454.0,6.6,0.3861,0.869,0.131,0.0009246,0.0279,192995400000.0,0.0,0.0,1.0,1.0,0.0,1.0,Microsoft,1.0,United States,0,2,2,2,0,5,2
125,dailymail.co.uk,News and Media,News and Media,85.0,15.0,411500000.0,90240000.0,260.0,3.02,0.5487,0.308,0.692,0.000895,0.0064,106990000000.0,0.0,1.0,0.0,0.0,0.0,1.0,Daily Mail and General Trust,1.0,United Kingdom,0,1,1,0,5,2,0
68,google.de,Computers Electronics and Technology,Search Engines,86.0,9.0,405200000.0,35720000.0,499.0,11.91,0.2675,0.598,0.402,0.0008813,0.0037,202194800000.0,0.0,0.0,0.0,0.0,0.0,1.0,Alphabet,1.0,United States,0,2,2,2,0,6,6
58,ozon.ru,Ecommerce and Shopping,Marketplace,87.0,8.0,403100000.0,84040000.0,488.0,11.88,0.3192,0.489,0.511,0.0008767,0.0234,196712800000.0,0.0,1.0,1.0,0.0,0.0,0.0,Ozon,1.0,Russia,0,1,1,0,2,0,3
91,taobao.com,Ecommerce and Shopping,Marketplace,88.0,9.0,400000000.0,78180000.0,339.0,5.46,0.3586,0.482,0.518,0.00087,0.0233,135600000000.0,0.0,,1.0,1.0,,0.0,Alibaba Group,1.0,China,0,2,2,2,0,5,2
86,walmart.com,Ecommerce and Shopping,Marketplace,89.0,10.0,394900000.0,140800000.0,279.0,5.03,0.5216,0.387,0.613,0.0008589,0.023,110177100000.0,0.0,1.0,1.0,0.0,0.0,0.0,Walton family,1.0,United States,0,1,1,0,2,0,3
121,news.google.com,News and Media,News and Media,90.0,16.0,392200000.0,52710000.0,335.0,3.77,0.3837,0.591,0.409,0.000853,0.0061,131387000000.0,0.0,0.0,0.0,0.0,0.0,1.0,Alphabet,1.0,United States,0,2,2,2,0,6,6
61,wildberries.ru,Ecommerce and Shopping,Marketplace,91.0,11.0,390800000.0,60550000.0,675.0,12.1,0.2722,0.424,0.576,0.00085,0.0227,263790000000.0,0.0,1.0,1.0,0.0,0.0,0.0,Wildberries,1.0,Russia,0,1,1,0,2,0,3
74,avito.ru,Ecommerce and Shopping,Classifieds,92.0,1.0,378200000.0,50390000.0,679.0,10.94,0.2576,0.478,0.522,0.0008226,0.1462,256797800000.0,0.0,0.0,1.0,0.0,0.0,1.0,Kismet Capital Group,1.0,Russia,0,2,2,2,0,6,6
106,miguvideo.com,Arts and Entertainment,TV Movies and Streaming,93.0,5.0,365300000.0,67690000.0,243.0,2.03,0.5362,0.037,0.963,0.0007945,0.0067,88767900000.0,0.0,,,,,1.0,,,,0,2,2,2,0,6,6
78,amazon.co.uk,Ecommerce and Shopping,Marketplace,94.0,12.0,364400000.0,73310000.0,382.0,8.07,0.3469,0.553,0.447,0.0007926,0.0212,139200800000.0,0.0,1.0,1.0,0.0,0.0,0.0,Amazon,1.0,United States,0,1,1,0,2,0,3
131,theguardian.com,News and Media,News and Media,95.0,17.0,352400000.0,85020000.0,272.0,3.27,0.5284,0.26,0.74,0.0007665,0.0055,95852800000.0,0.0,1.0,0.0,0.0,0.0,1.0,Scott Trust Limited,1.0,United Kingdom,0,1,1,0,5,2,0
534,tripmall.online,Ecommerce and Shopping,Ecommerce and Shopping - Other,96.0,1.0,347500000.0,257200000.0,32.0,2.04,0.4579,0.016,0.984,0.0007558,0.0533,11120000000.0,0.0,0.0,0.0,0.0,0.0,1.0,12 Co Ltd,1.0,Japan,0,2,2,2,0,6,6
154,marca.com,Sports,Sports - Other,97.0,2.0,340700000.0,60960000.0,342.0,3.54,0.4819,0.183,0.817,0.000741,0.0404,116519400000.0,0.0,1.0,0.0,0.0,0.0,1.0,Cairo Communication,1.0,Italy,0,1,1,0,5,2,0
144,pemsrv.com,Adult,Adult,98.0,9.0,338500000.0,136800000.0,149.0,1.71,0.7359,0.196,0.804,0.0007362,0.0083,50436500000.0,,,,,,,,,,0,2,2,2,0,6,6
100,messenger.com,Computers Electronics and Technology,Social Networks and Online Communities,99.0,13.0,337500000.0,27050000.0,886.0,7.77,0.2065,0.968,0.032,0.0007341,0.0067,299025000000.0,1.0,0.0,1.0,1.0,0.0,1.0,Meta,1.0,United States,0,2,2,2,0,5,2
72,amazon.in,Ecommerce and Shopping,Marketplace,100.0,13.0,336000000.0,116900000.0,335.0,7.69,0.4541,0.352,0.648,0.0007308,0.0195,112560000000.0,0.0,1.0,1.0,0.0,0.0,0.0,Amazon,1.0,United States,0,1,1,0,2,0,3
